,Aggregate household income In 1999 Dollars,Airborne,Aircraft,Area Total,Cement,Commercial,Housing units,Industrial,Nonroad,Occupied Housing Units,"Occupied Housing Units: House Heating Fuel: Coal, coke or Wood",Occupied Housing Units: House Heating Fuel: Electricity,"Occupied Housing Units: House Heating Fuel: Fuel oil, kerosene, etc.","Occupied Housing Units: House Heating Fuel: Gas (Utility, Bottled, tank, or LP gas)",Occupied Housing Units: House Heating Fuel: No fuel used,Occupied Housing Units: House Heating Fuel: Other fuel,Occupied Housing Units: House Heating Fuel: Solar energy,Onroad,Residential,Rural,Total Emissions,Total Population,Urban,MSA,CBSA Code
10180,2561452300.0,0.0409824734,0.0163037439,2757.6405,0.0,0.0238838481,65217.0,0.0219900076,0.024596888999999997,58475.0,573.0,23122.0,57.0,34511.0,107.0,105.0,0.0,0.3525382345,0.030602349699999996,38944.0,0.6499297629,160245.0,121301.0,"Abilene, TX (Metropolitan Statistical Area)",10180
10420,15211660100.0,0.0792786001,0.0315388032,927.1684,0.0,0.15837553580000002,290976.0,0.3244393741,0.0890844422,274237.0,1103.0,25526.0,9729.0,235220.0,565.0,2054.0,40.0,0.9650177208,0.40052246529999996,85735.0,2.0482569414,694960.0,609225.0,"Akron, OH (Metropolitan Statistical Area)",10420
10500,2615087400.0,0.0249488798,0.0099252205,1958.0279,0.0,0.0165396256,63755.0,0.43274625599999994,0.0254791613,57403.0,303.0,36022.0,417.0,20254.0,326.0,57.0,24.0,0.2599123977,0.023219563,50833.0,0.9775215395999999,157833.0,107000.0,"Albany, GA (Metropolitan Statistical Area)",10500
10540,1800372000.0,0.0105219419,0.0041858645,2310.146,0.0,0.023849586000000002,42521.0,0.08581124890000001,0.020783135,39541.0,4086.0,18203.0,1267.0,15487.0,72.0,411.0,15.0,0.21752537660000001,0.0213274866,37720.0,0.3840836558,103069.0,65349.0,"Albany, OR (Metropolitan Statistical Area)",10540
10580,18377333800.0,0.10876769800000001,0.04327022090993139,2878.2913999999996,0.2381361168,0.21800955100000002,363740.0,0.17303834099999998,0.09086233020000001,330246.0,7231.0,39108.0,79016.0,203036.0,640.0,1106.0,109.0,1.2439736223,0.4373789573,180210.0,2.8165060592,825875.0,645665.0,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",10580
10740,14272318700.0,0.16111405809999998,0.0640947789,9296.988,0.0403010514,0.16947850039999998,305840.0,0.1202032288,0.090378388,281052.0,5938.0,29998.0,294.0,243180.0,325.0,623.0,694.0,1.1264268471999999,0.2827259668,74263.0,2.2654607558,729649.0,655386.0,"Albuquerque, NM (Metropolitan Statistical Area)",10740
10780,2267293500.0,0.028249969700000002,0.0112384667,2026.5254000000002,0.0,0.0146217159,60569.0,0.1488232609,0.0178939343,54193.0,840.0,26949.0,90.0,26132.0,126.0,48.0,8.0,0.30607700899999996,0.0287127301,66531.0,1.6368905089999999,145035.0,78504.0,"Alexandria, LA (Metropolitan Statistical Area)",10780
10900,15965592600.0,0.0760580586,0.0302575966,1475.6907,0.490044434,0.5989795776,307269.0,7.5340790822,0.0876102121,285808.0,8265.0,76102.0,116573.0,83365.0,448.0,1018.0,37.0,1.0036865959999999,0.3918587764,143865.0,11.376941207300002,740395.0,596530.0,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",10900
11020,2105442200.0,0.0126378884,0.0050276352,527.1137,0.0,0.0360638795,55061.0,0.1231486434,0.0144666528,51518.0,1655.0,4438.0,13330.0,31893.0,59.0,143.0,0.0,0.14766040589999999,0.0769359391,33585.0,0.4159410443,129144.0,95559.0,"Altoona, PA (Metropolitan Statistical Area)",11020
11100,4111057300.0,0.0587072797,0.023355070000000002,5183.7249,0.0,0.032411189800000004,92409.0,0.11208817119836204,0.031608811,86007.0,69.0,19719.0,41.0,65890.0,168.0,109.0,11.0,0.4961426892,0.0978139806,32768.0,3.3813239421,228707.0,195939.0,"Amarillo, TX (Metropolitan Statistical Area)",11100
11260,7685110500.0,0.4989433827,0.101057803,27220.885000000002,0.0,0.3937364471,127697.0,0.5809604944,0.059408221000000004,115378.0,1607.0,13389.0,5910.0,93160.0,593.0,690.0,29.0,0.3517596682,0.2302014869,48544.0,2.2175058058999997,319605.0,271061.0,"Anchorage, AK (Metropolitan Statistical Area)",11260
11460,8598982200.0,0.0256615792,0.010208750400000001,722.5258,0.0,0.1542739185,131069.0,0.1553198016,0.0563475835,125327.0,394.0,11795.0,3065.0,108909.0,463.0,663.0,38.0,0.5540199281,0.1966299542,56706.0,1.1525778309999999,322895.0,266189.0,"Ann Arbor, MI (Metropolitan Statistical Area)",11460
11500,1926052700.0,0.0126945815,0.0050501886999999995,612.321,0.0,0.0125765954,51322.0,0.0462808415,0.015833953,45307.0,344.0,17489.0,186.0,27113.0,98.0,58.0,19.0,0.34709899850000003,0.02742766,34773.0,0.4669628186,112249.0,77476.0,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",11500
11540,4393401900.0,0.0253482804,0.0100841123,1041.4232,0.0,0.07838921289999999,78372.0,0.6733416174999999,0.0452384101,75440.0,977.0,8125.0,7466.0,58157.0,265.0,423.0,27.0,0.2772928777,0.1024210728,57756.0,1.2207288977000001,201602.0,143846.0,"Appleton, WI (Metropolitan Statistical Area)",11540
11700,7249234900.0,0.026994137,0.0107388696,2041.0502000000001,0.0,0.0441299068,175331.0,0.071349331,0.053321265400000005,154290.0,6485.0,57343.0,49354.0,40091.0,366.0,492.0,159.0,0.5628975858,0.1285495831,147601.0,1.5800554285000001,369171.0,221570.0,"Asheville, NC (Metropolitan Statistical Area)",11700
12020,2960554100.0,0.0202168601,0.0080427197,1035.1684,0.0,0.017698017099999998,67542.0,0.1436296877,0.025685777899999998,63406.0,965.0,31458.0,424.0,30287.0,175.0,79.0,18.0,0.2758404963,0.0351261527,59679.0,0.5385188384,166079.0,106400.0,"Athens-Clarke County, GA (Metropolitan Statistical Area)",12020
12060,104270184200.0,0.7911468086000003,0.3147358983,8834.8756,0.0895321124,0.802440436,1650700.0,1.9435370781000003,0.6987009901000001,1559712.0,7398.0,434513.0,4948.0,1108699.0,2845.0,1079.0,230.0,7.966494890599999,1.2977542502999997,601968.0,24.722604556199997,4263438.0,3661470.0,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",12060
12100,5195752000.0,0.0666747046,0.0265246877,671.4461,0.0,0.1064381972,114090.0,0.0051834906,0.0426051613,95024.0,645.0,16171.0,16671.0,60788.0,326.0,385.0,38.0,0.3507052094,0.1322649701,36045.0,0.7303964208,252552.0,216507.0,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",12100
12220,1942637500.0,0.0178418919,0.0070979033,615.5532,0.0,0.0101195674,50329.0,0.026766365,0.0160238012,45702.0,305.0,26131.0,53.0,19061.0,139.0,5.0,8.0,0.1533871255,0.024027971699999998,37895.0,0.4161177873,115092.0,77197.0,"Auburn-Opelika, AL (Metropolitan Statistical Area)",12220
12260,9167751800.0,0.054104115999999994,0.0215238284,3581.7907999999998,0.0,0.06125732569999999,209115.0,0.7722702444,0.0744571904,188052.0,1785.0,77638.0,1741.0,106158.0,535.0,155.0,40.0,0.7593116757,0.11439526870000001,151889.0,2.2353101909,508032.0,356143.0,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",12260
12420,30257635000.0,0.160829805,0.063981691,4279.9385,0.1579545417,0.212577993,496004.0,0.3154071327,0.2160484594,471855.0,1586.0,227900.0,454.0,240106.0,1029.0,579.0,201.0,1.7725229571999999,0.1643637207,193237.0,4.3595592706,1249763.0,1056526.0,"Austin-Round Rock, TX (Metropolitan Statistical Area)",12420
12540,9835250900.0,0.1234719995,0.0491199201,8161.42,0.4715608736,0.3933482186,231564.0,2.4860454432,0.0909850227,208652.0,3956.0,38340.0,152.0,164535.0,943.0,608.0,118.0,1.0515836509999998,0.14927899320000002,77804.0,4.9371478989,661645.0,583841.0,"Bakersfield, CA (Metropolitan Statistical Area)",12540
12580,61427961600.0,0.296654484,0.11801579150000001,3104.4475199999997,0.2315512335,0.835721584,1048046.0,0.6678634350999999,0.29281648909999997,974071.0,6810.0,298389.0,163500.0,497823.0,3060.0,4287.0,202.0,3.348416975,1.0640745334000001,243829.0,10.2022146883,2552994.0,2309165.0,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",12580
12620,2532804400.0,0.0656596229,0.0261208675,3556.139,0.0,0.0441817034,66847.0,0.1254294782,0.0190015755,58096.0,3473.0,2629.0,49710.0,1979.0,100.0,205.0,0.0,0.25052972760000003,0.1206617154,81135.0,1.0448520564,144919.0,63784.0,"Bangor, ME (Metropolitan Statistical Area)",12620
12700,5545369400.0,0.10712937730000001,0.0426184629,1305.618,0.0,0.0234039494,147083.0,0.0373932456,0.053330292599999995,94822.0,1198.0,8790.0,35904.0,48701.0,57.0,150.0,22.0,0.3167303198,0.1700378249,19186.0,1.7590630361000001,222230.0,203044.0,"Barnstable Town, MA (Metropolitan Statistical Area)",12700
12940,12642144800.0,0.059116030300000004,0.0235176777,4214.5722000000005,0.0,0.0742172532,282511.0,12.7022209799,0.09062934489999999,256637.0,2195.0,141022.0,515.0,112019.0,723.0,127.0,36.0,0.9365792611000001,0.114338341,180732.0,18.5468865523,705973.0,525241.0,"Baton Rouge, LA (Metropolitan Statistical Area)",12940
12980,2601390800.0,0.0418910852,0.0166652098,718.4406,0.0,0.0331455117,58691.0,0.1009203502,0.0195959757,54100.0,742.0,2771.0,2762.0,47470.0,163.0,192.0,0.0,0.2552239001,0.08410437189999999,41899.0,0.5518849184000001,137985.0,96086.0,"Battle Creek, MI (Metropolitan Statistical Area)",12980
13020,2143850400.0,0.0062416527,0.0024830695000000002,630.9059,0.0,0.0212181436,46423.0,0.0324441877,0.0156280525,43930.0,473.0,1999.0,1431.0,39727.0,83.0,217.0,0.0,0.19047576489999998,0.0688764635,32152.0,2.127561978,110157.0,78005.0,"Bay City, MI (Metropolitan Statistical Area)",13020
13140,6853653800.0,0.0271152006,0.0107870345,3327.6755000000003,0.0,0.0525820515,164028.0,3.9835349324999996,0.0526049114,147910.0,980.0,73321.0,107.0,72930.0,404.0,149.0,19.0,0.6410217091,0.0598720359,93194.0,6.6311469285,400162.0,306968.0,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",13140
